adname,tel,address,business_area,name,lon,lat
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎宾南路27号附近,NULL,柴村警务室,112.493947,37.940042
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新城东街北一巷与新城北街东三巷交叉口西80米,新城,迎新街派出所新星社区警务室,112.54489,37.950966
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎新北一巷10号太原市第十一中学校,迎新街,太原市第十一中学校园警务室,112.534207,37.955983
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",汾西公路与杨家村北街交叉口西北460米,NULL,柴村派出所西张小学校警务室,112.476367,37.956107
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",千峰北路山西万峰医院,兴华,汇丰派出所山西万峰医院警务室,112.517319,37.890334
尖草坪区,0351-3251274,迎新南二巷与迎新路交叉口东北150米,迎新街,迎新街派出所,112.533252,37.951968
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",滨河东路与滨河东路入口交叉口东南460米,大同路,古城派出所辰憬天地社区警务室,112.532204,37.903427
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎新南巷怡和园小区,大同路,迎新街派出所怡和园小区警务室,112.525961,37.955284
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎新东二条与迎新南二巷交叉口西北80米,迎新街,太原市公安局南寨责任区刑警队,112.540778,37.952103
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",兴华北街96号附近,兴华街,汇丰派出所汇丰苑社区警务室,112.52427,37.89422
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新胜路与汾西南路交叉口西40米,NULL,太原市尖草坪区芮城中心校警务室,112.494385,37.932678
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原市第六十六中学校东门旁,迎新街,太原市第六十六中学校校园警务室,112.540703,37.954534
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",江阳化工厂内,NULL,太原市公安局直属分局向阳派出所,112.515998,38.002182
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",下兰村(下兰村村委会附近),NULL,迎新街派出所下兰村警务室,112.516521,37.949867
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",汇丰街与恒源路交叉口东140米,兴华,汇丰派出所新兴社区警务室,112.524748,37.897216
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大同路159号,大同路,太原市公安局森林公安分局,112.541225,37.909109
尖草坪区,0351-3052255,兴安苑东区,迎新街,太原市公安局尖草坪分局南寨派出所,112.537885,37.954755
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",江阳路与江阳街交叉口东40米,NULL,南寨派出所江阳社区警务室,112.517333,38.001112
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",中北大学南1门旁,上兰,上兰派出所太纸社区警务室,112.444052,38.009735
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎新东二条太原市尖草坪区第二中学校,迎新街,太原市尖坪区第二中学校校园警务室,112.541193,37.961473
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",迎新街43号附近,迎新街,南寨派出所朝阳社区警务室,112.53206,37.959305
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",柴村镇呼延村太原市明德学校,NULL,柴村派出所太原市明德学校校园警务室,112.456935,37.977974
尖草坪区,0351-6032110,迎宾南路5号,NULL,太原市公安局尖草坪分局巡逻警察大队,112.493606,37.93368
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路160号附近,兴华街,汇丰派出所华硕苑社区警务室,112.51026,37.888038
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",中央大道中北大学,上兰,太原市公安局直属分局中北大学警务室,112.443801,38.014817
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",江阳路太原市第六十七中学校,NULL,南寨派出所太原市第六十七中校园警务室,112.51837,37.998115
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",三给中心校北80米,和平北路,太原市公安局尖草坪分局汇丰责任区刑警队,112.50227,37.910556
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",解放北路辅路与北中环街入口交叉口西北240米,NULL,尖草坪派出所太原市华誉商贸有限公司警务室,112.560257,37.902586
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平北路与金桥北街交叉口南80米,NULL,尖草坪区柴村派出所柴村安置房项目警务室,112.502272,37.941395
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",NULL,NULL,柴村派出所尖草坪区机关幼儿园校园警务室,112.488062,37.941207
尖草坪区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",NULL,NULL,太原市公安局直属分局警务工作站,112.583132,37.967881
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和平南路494号,义井,义井派出所,112.506884,37.815467
晋源区,0351-6592195,贞观街35号,NULL,太原市公安局晋源分局,112.475593,37.715425
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠景区-关帝庙南侧230米,NULL,晋祠派出所王郭村警务室,112.439131,37.678414
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",039省道565号附近,NULL,晋祠派出所远东警务室,112.460985,37.731214
晋源区,0351-6346110,晋祠镇晋祠村,NULL,晋祠派出所,112.447156,37.698441
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",集阜南街与南中环西街辅路交叉口西北60米,NULL,万国警务室,112.53069,37.794327
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",唐城公路晋源街道东关村委会,NULL,社区警务室,112.507275,37.738225
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",国兴西巷与长风西街交叉口南200米,义井,龙泉派出所,112.502363,37.819989
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",北堰村西中环,义井,北美风情警务室,112.499386,37.810979
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新晋祠路(太原市晋源区金胜中学),NULL,金胜学校校园警务室,112.523405,37.784775
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",金胜镇董茹中心小学西南门旁,金胜,校园警务室,112.493509,37.784692
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",兴义路与西峪东街交叉口东北80米,义井,南一巷一社区警务室,112.509632,37.809697
晋源区,0351-6940582;0351-7211110,乾阳街,NULL,晋源派出所,112.490704,37.712953
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",健康西路丰沃悦湖城,NULL,金胜派出所户政大厅,112.526875,37.761727
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西仁线,NULL,晋祠派出所,112.417844,37.681313
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",天龙山路与龙盛苑路交叉口东220米,NULL,晋祠派出所户政大厅,112.446954,37.698523
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",北大寺小学,NULL,校园警务室,112.456259,37.706558
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",景明南路与晋泽街交叉口西南20米,NULL,晋祠派出所,112.473465,37.707906
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠镇天龙山公路天龙山景区游客中心,NULL,天龙山景区-警务室,112.384738,37.73808
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",天主教太原教区洞儿沟墓园南侧220米,NULL,洞儿沟小学校园警务室,112.3795,37.655235
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",姚村镇姚村小学校西北侧,NULL,姚村派出所姚村小学校园警务室,112.395753,37.647395
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",姚村镇姚村中学,NULL,姚村派出所姚村中学校园警务室,112.389397,37.650937
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",景福北路与德化街交叉口东北60米,NULL,晋源派出所晋源区信访局警务室,112.479607,37.716098
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠路兰亭御湖城,NULL,义井派出所兰亭御湖城社区警务室,112.508433,37.802796
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",唐城街晋源花卉小镇(西南角),NULL,太原市公安局晋源分局景区警务室,112.515833,37.73629
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",姚村西街与康怡路交叉口北20米,NULL,姚村派出所24小时自助警务服务站,112.388591,37.653249
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠镇王郭村38号,NULL,太原市行知宏实验中学校-校园警务室,112.446177,37.680028
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋源东街凤凰苑小区对面,NULL,太原市公安局晋源分局晋源责任区刑警队,112.496874,37.727058
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋源街道黄冶小学,NULL,晋源派出所晋源街道黄冶中心小学校园警务室,112.45933,37.734548
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",唐城公路古城营小学,NULL,晋源派出所晋源街道古城营中学小学校园警务室,112.496539,37.739144
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋源区实验小学西门旁,NULL,晋祠派出所太原市晋源区实验小学校校园警务室,112.469819,37.71485
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",贞观街35号,NULL,太原市公安局晋源公安分局刑侦大队技术中队,112.475543,37.715417
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",康兴路太原市晋源区第六实验小学校,NULL,义井派出所太原市晋源区第六实验小学校园警务室,112.521203,37.795793
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",兴义路晋源区第三实验小学校,义井,义井派出所太原市晋源区第三实验小学校校园警务室,112.510102,37.81333
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋源街道景明北路13号,NULL,太原市公安局晋源分局森林派出所,112.475493,37.716113
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",万寿路与文景街交叉口南60米,NULL,太原市公安局晋源分局人民来访接待室,112.474867,37.715399
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",景明北路13号,NULL,太原市公安局晋源分局森林公安警察大队,112.475493,37.716114
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋祠镇马房沟交警训练基地,NULL,山西省公安厅交通管理局训练基地,112.430747,37.7098
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",义井街南二巷晋源公安分局义井派出所,义井,义井派出所户政服务大厅,112.506718,37.81556
晋源区,0351-6320141,金胜镇健康北街,NULL,金胜派出所,112.526738,37.761993
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",义井南二巷与义井南一条交叉口西北40米,义井,义井派出所一网通办自助服务站,112.506856,37.815759
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋源区实验中学正门旁,NULL,实验中学警务室,112.494153,37.704683
晋源区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",长风西街66号第7幢附近,NULL,义井派出所义井社区警务室,112.496068,37.818472
小店区,0351-7132110,清枫华景南门东侧,NULL,龙城派出所,112.579128,37.782104
小店区,0351-7269747,人民南路33号(通达街地铁站C口步行320米),NULL,小店派出所(人民南路),112.568192,37.727089
小店区,0351-7129168,太榆路,NULL,黄陵派出所,112.629261,37.774783
小店区,0351-7950110,西温庄乡小店街道通达街,NULL,西温庄派出所,112.614284,37.729249
小店区,0351-7046110,体育西路,坞城,亲贤派出所,112.566128,37.813164
小店区,0351-7993693,经济开发区电子街8号,NULL,富士康园区派出所,112.594671,37.751078
小店区,0351-7952850,刘家堡乡西柳林村加油站旁,NULL,刘家堡派出所,112.488145,37.659448
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋阳街南二巷1号,北营,北营派出所,112.600373,37.787976
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",亲贤北街94号太航职工文化馆附近,并州南路,银燕派出所,112.578066,37.821981
小店区,0351-7951846,北格镇北格村,NULL,北格派出所,112.539828,37.640798
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小店街道办李家庄村太原市小店区小店街道李家庄学校附近,NULL,李家庄社区警务室,112.560344,37.727121
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原经济技术开发区,NULL,南黑窑警务室,112.594154,37.739581
小店区,0351-7331332,长治路世贸购物中心后面,长治路,平阳路派出所,112.559757,37.820076
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",军民路太原市第三实验中学校,NULL,龙城派出所校园警务室,112.544667,37.788771
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",数码路与数码东路交叉口东北40米,体育路,晶域蓝湾警务室,112.567352,37.795129
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",农科北路31号太原南站F1层,NULL,公安值班(太原南站),112.610467,37.79197
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",体育南路与龙城大街辅路交叉口北80米,NULL,残联小区警务室,112.569893,37.775126
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",长风商圈南内环街78号,大营盘,营盘派出所校园警务室,112.570296,37.838741
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",亲贤北街189梅园附近,省体育场,警务室,112.569501,37.826655
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",长风大卖场北门东50米,学府街,亲贤派出所户政接待大厅,112.565906,37.81317
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",农科南路黄陵派出所,NULL,黄陵派出所办证大厅,112.62938,37.774728
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",金峰路与二许路交叉口西200米,NULL,许坦警务室,112.625077,37.806059
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大马中路大马北高层,学府街,大马北高层警务室,112.548576,37.803238
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",真武路与电子西街交叉口南240米,真武路,恒大绿洲西区警务室,112.576392,37.749163
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",公安局小店分局南门旁,昌盛西街,公安信访,112.582128,37.735451
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",龙城大街和坞城南路交叉口东北方向,NULL,山西省公安厅,112.585945,37.775629
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",开元社区党校宿舍区东门南200米,坞城,坞城派出所开元社区警务室,112.573183,37.802799
小店区,0351-7560003,龙盛街1号,NULL,唐明派出所,112.58613,37.735513
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小马花园南门旁,NULL,小马社区警务室,112.539898,37.778607
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",科技东街与数码路交叉口西60米,坞城,中环派出所校园警务室,112.566519,37.796057
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",正阳街北京闻励太原实验小学,NULL,校园警务室,112.602941,37.726168
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大吴南街黄陵街道大吴小学,NULL,校园警务室,112.595656,37.780284
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",南中环街辅路与财大东巷交叉口东北120米,北营,大院小区警务室,112.595043,37.794177
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦东街与光明路交叉口西40米,NULL,北营派出所校园警务室,112.621331,37.801446
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",紫云路与辛村街交叉口南320米,NULL,校园警务室,112.540524,37.646065
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",武洛街与唐槐路交叉口东140米,NULL,移动警务工作站,112.598105,37.729158
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",都乐街与下庄路交叉口西180米,真武路,小店派出所警务室,112.578019,37.72749
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太榆路199号武宿国际机场T2航站楼F2层,NULL,警察(武宿国际机场T2航站楼),112.636162,37.754079
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦西街12号附近,坞城,坞城派出所许坦西警务室,112.582284,37.801224
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",和润种植园西南侧100米,NULL,鑫和电控设备警务室,112.619362,37.735508
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",南环二巷3-8号附近,平阳,平阳路派出所卫校警务室,112.545452,37.837451
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小仁线与小刘线交叉口南160米,NULL,北格派出所户证大厅,112.539641,37.640873
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",荣军医院南2门旁,北营,山西综合康复医院警务室,112.603077,37.779504
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",康宁街857号附近,人民路,小店派出所小店村警务室,112.572217,37.737361
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",平阳路与亲贤西街交叉口西280米,平阳,平阳路派出所校园警务室,112.549357,37.820507
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",学府街与核工业路交叉口西南50米,坞城,亲贤派出所中辐院警务站,112.567103,37.807335
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",育才小学西门旁(通达街地铁站C口步行270米),真武路,小店派出所育才小学警务室,112.568719,37.727281
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",清枫华景南门西侧50米,NULL,龙城派出所西吴社区警务室,112.578808,37.78204
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晋阳街北一巷山毛小区,北营,北营派出所三毛社区警务室,112.600464,37.787842
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",大吴社区居委会南门旁,NULL,龙城派出所大吴社区警务室,112.59546,37.780288
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小店立交桥北40米,NULL,小店派出所滨河站警务室,112.551427,37.745966
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",荣军南街与庄儿西路交叉口北40米,黄陵,龙城派出所小吴社区警务室,112.601998,37.779763
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",康宁街地铁站D口步行470米,NULL,小店派出所康宁社区警务室,112.566806,37.747184
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",晨光西街与晨光西街北二条交叉口西北40米,昌盛西街,小店街道晨光幼儿园警务室,112.56505,37.739461
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",可口可乐山西饮料有限公司东1门旁,长治路,中环派出所可口可乐警务室,112.561522,37.799055
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太榆路71-73号附近,太榆路,北营派出所许西社区警务室,112.593638,37.801081
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",南十方街45号,双塔寺,长风东派出所白云寺警务室,112.595488,37.833956
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太榆路199号太原武宿国际机场1号航站楼2F层,NULL,警察(太原武宿国际机场1号航站楼),112.632445,37.754551
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太榆路199号武宿国际机场T2航站楼F2层,NULL,公安(太原武宿国际机场2号航站楼),112.634304,37.754501
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太行路太原市粮食技工学校,NULL,太原市粮食技工学校校园警务室,112.613634,37.797143
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",食用菌协会贾家寨技术推广站西南门旁,NULL,小店派出所贾家寨社区警务室,112.554079,37.697657
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",惠远西街与永康南路交叉口西20米,昌盛西街,小店派出所妇幼保健院警务室,112.563512,37.733245
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",NULL,坞城,师范街社区师范街社区警务室,112.578513,37.805058
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",九一学校南门旁,NULL,唐明派出所九一学校警务值班室,112.591637,37.737282
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小店街道第一初级中学校南门旁,真武路,小店派出所小店街道一中警务室,112.572495,37.728671
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",人民南路26号,真武路,小店派出所人民南路社区警务室,112.568892,37.728679
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",山西水利职业技术学院,NULL,山西水利职业技术学院警务室,112.614715,37.678902
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",北园街4号,平阳,王村派出所山西省针灸医院警务室,112.557185,37.825882
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",昌盛西街与新联巷交叉口西100米,昌盛西街,小店区第一中学校校园警务室,112.56188,37.736104
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",并州南路西二巷与并州南路交叉口西140米,并州南路,营盘派出所体育路综合市场警务室,112.57708,37.826638
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",瑞吉财商中心南门旁,坞城,北营派出所瑞吉财商中心警务室,112.596496,37.793987
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",狄村北街小瀚林幼儿园,二营盘,公安小店分局营盘派出所警务室,112.570178,37.832879
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",太原二中北门旁,黄陵,黄陵派出所太原二中校园警务室,112.607404,37.782828
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",山西职业技术学院(南中环校区),坞城,山西职业技术学院南中环校区警务室,112.576547,37.793947
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",西大街太原市小店区黄陵小学,黄陵,黄陵派出所黄陵小学校园警务室,112.606394,37.776834
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦东街与二许路交叉口西80米,NULL,太原市金桥双语学校北营派出所,112.625666,37.801076
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",通达街永丰路小店刑警大队院内,真武路,太原市公安局小店分局经侦大队,112.574447,37.728849
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",荣盛驾校南侧,NULL,教育园区派出所中泽社区警务室,112.608435,37.70928
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",开新街与唐华路交叉口西180米,NULL,唐明警务派出所九一学校警务室,112.591663,37.737297
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",开新街与唐华路交叉口东北100米,NULL,唐明派出所南黑窑联防队警务室,112.594438,37.737899
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦西街省公路局一公司北张小区,坞城,坞城派出所省公路局幼儿园警务室,112.579009,37.799785
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",红寺北街山西财经大学华商学院,NULL,山西财经大学华商学院校园警务室,112.580429,37.769244
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",长治路213号(学府街地铁站A口步行280米),学府街,山西神瑞物业管理公司宿舍警务室,112.561499,37.808724
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",汾东北路西1巷6号小店街道二中附近,NULL,龙城派出所小店街道二中校园警务室,112.561577,37.752308
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",黄陵东路与晋阳街辅路交叉口西北20米,北营,北营派出所晋阳街中学校园警务室,112.602078,37.789399
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小康路与东桥街交叉口西南320米,NULL,小店派出所小店街道警民小学警务室,112.569227,37.703554
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",新寇庄南街与东岗路交叉口东40米,并州南路,营盘派出所山西省工业管理学校警务室,112.580009,37.832666
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",恒大小学,真武路,太原市小店区恒大小学校园警务室,112.573167,37.747988
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",上海永琪美容美发培训学校(山西分校)东侧,NULL,佰斯特水处理设备有限公司警务室,112.619456,37.735444
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦西街与坞城中路交叉口南80米,坞城,坞城派出所许坦西警务站第一警务室,112.580653,37.800131
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",许坦西街48号,体育南路,太原市小店区坞城派出所校园警务室,112.572786,37.798151
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",山西大学附属中学南门旁,坞城,坞城派出所山西大学附属中学警务室,112.581964,37.812271
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",师范街武警医院,坞城,坞城派出所规范社区武警医院警务室,112.578665,37.80486
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",学府街11号,坞城,坞城派出所太原五十一中校园警务室,112.588447,37.807753
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",税务干部学校东门旁,坞城,坞城派出所山西税务学校校园警务室,112.58452,37.793135
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",昌盛西街小店区一中,昌盛西街,太原市小店区第一中学校校园警务室,112.561895,37.736125
小店区,0351-7331332,南环四巷与亲贤北街交叉口北260米,平阳,太原市公安局小店分局平北西二社区警务室,112.549462,37.825565
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",高级职业一中东侧50米,NULL,小店派出所小店职中学校校园警务室,112.547651,37.689918
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",师范街与坞城中路交叉口西180米,坞城,坞城派出所武警医院师范街社区警务室,112.578528,37.805035
小店区,"资料暂未齐全,请拨打110,告诉警察你所在区域的地址及标志地物",小店街道孙家寨村孙家寨小学,NULL,小店派出所小店街道孙家寨小学警务室,112.530827,37.69116
